Car_Company,Car_Model,Car_Variant,Registered_Month,Car_Resale_Price(Lakh),Car_Engine_Capacity(CC),Car_Kilometer_Driven(kms),Car_Max_Power(bhp),Car_Mileage(kmpl),Car_Model_Year,insurance,transmission_type,owner_type,fuel_type,seats,body_type,city
Skoda,Laura,2.0,Sept,4.95,1968.0,1.0,140.0,17.0,2012,Comprehensive,Automatic,First Owner,Diesel,5.0,Sedan,Hyderabad
Citroen,C5,Aircross,Jul,32.0,1997.0,30.0,174.0,18.0,2021,Comprehensive,Automatic,First Owner,Diesel,5.0,SUV,Hyderabad
BMW,3,Series,Jun,12.5,1995.0,90.0,184.0,18.0,2012,Third Party insurance,Automatic,First Owner,Diesel,5.0,Sedan,Hyderabad
Ford,Endeavour,2.2,Aug,23.95,2198.0,1.0,158.0,12.0,2016,Third Party insurance,Automatic,First Owner,Diesel,7.0,SUV,Hyderabad
Mercedes-Benz,GLC,200,Aug,62.0,1991.0,24.0,197.0,12.0,2020,Third Party insurance,Automatic,First Owner,Petrol,5.0,SUV,Hyderabad
Mercedes-Benz,GLS,350d,Aug,89.99,2987.0,24.0,258.0,11.0,2019,Third Party insurance,Automatic,First Owner,Diesel,7.0,SUV,Hyderabad
Volvo,V40,D3,Nov,16.99,1969.0,81.0,150.0,16.0,2016,Third Party insurance,Automatic,First Owner,Diesel,5.0,Hatchback,Hyderabad
Honda,Amaze,S,Sept,7.5,1498.0,33.0,98.0,25.0,2018,Comprehensive,Manual,First Owner,Diesel,5.0,Sedan,Hyderabad
Land,Rover,Discovery,Apr,29.0,2179.0,68.0,147.0,12.0,2015,Comprehensive,Automatic,First Owner,Diesel,5.0,SUV,Hyderabad
Toyota,Yaris,J,Jan,9.0,1496.0,18.0,105.0,17.0,2018,Third Party insurance,Automatic,First Owner,Petrol,5.0,Sedan,Hyderabad
Maruti,S-Presso,VXi,Jun,6.25,998.0,4.0,65.0,25.0,2022,Comprehensive,Automatic,First Owner,Petrol,5.0,Hatchback,Hyderabad
Tata,Hexa,XM,Nov,10.5,2179.0,95.0,153.0,17.0,2017,Third Party insurance,Manual,First Owner,Diesel,7.0,MUV,Hyderabad
Maruti,Gypsy,King,Dec,5.75,1298.0,15.0,80.0,11.0,2004,Third Party insurance,Manual,Third Owner,Petrol,8.0,SUV,Hyderabad
Hyundai,i20,Magna,Jan,7.25,1197.0,38.0,81.0,18.0,2019,Comprehensive,Manual,First Owner,Petrol,5.0,Hatchback,Hyderabad
Nissan,Magnite,Turbo,May,9.95,999.0,28.0,98.0,17.0,2022,Third Party insurance,Automatic,First Owner,Petrol,5.0,SUV,Hyderabad
Nissan,Kicks,1.3,Aug,11.99,1330.0,31.0,153.0,14.0,2020,Comprehensive,Manual,Second Owner,Petrol,5.0,SUV,Hyderabad
Maruti,Baleno,Zeta,Jun,7.49,1197.0,62.0,81.0,21.0,2020,Third Party,Manual,First Owner,Petrol,5.0,Hatchback,Hyderabad
Ford,Freestyle,Titanium,Oct,5.5,1194.0,45.0,94.0,19.0,2018,Zero Dep,Manual,First Owner,Petrol,5.0,Hatchback,Hyderabad
Jeep,Compass,Model,Mar,31.8,1956.0,24.0,167.0,14.0,2022,Comprehensive,Automatic,First Owner,Diesel,5.0,SUV,Hyderabad
Honda,Amaze,VX,Feb,9.4,1199.0,22.0,88.0,18.0,2021,Comprehensive,Automatic,First Owner,Petrol,5.0,Sedan,Hyderabad
BMW,X1,sDrive20d,Aug,12.99,1995.0,82.0,184.0,17.0,2011,Third Party insurance,Automatic,First Owner,Diesel,5.0,SUV,Hyderabad
Land,Rover,Discovery,Sept,40.0,1999.0,55.0,148.0,12.0,2017,Comprehensive,Automatic,First Owner,Diesel,7.0,SUV,Hyderabad
Jaguar,XF,3.0,Sept,21.5,2993.0,49.0,270.0,14.0,2014,Third Party insurance,Automatic,First Owner,Diesel,5.0,Sedan,Hyderabad
Maruti,Ciaz,1.3,Apr,9.75,1248.0,37.0,88.0,28.0,2018,Third Party insurance,Manual,Second Owner,Diesel,5.0,Sedan,Hyderabad
Maruti,Baleno,Delta,Jan,7.49,1197.0,15.0,81.0,21.0,2020,Zero Dep,Manual,First Owner,Petrol,5.0,Hatchback,Hyderabad
Kia,Seltos,HTX,Oct,13.25,1493.0,88.0,113.0,20.0,2019,Third Party insurance,Manual,First Owner,Diesel,5.0,SUV,Hyderabad
Volkswagen,Taigun,1.0,Jan,16.25,999.0,14.0,113.0,20.0,2022,Third Party insurance,Manual,First Owner,Petrol,5.0,SUV,Hyderabad
Mercedes-Benz,C-Class,C,Sept,13.99,2143.0,51.0,167.0,14.0,2013,Third Party insurance,Automatic,First Owner,Diesel,5.0,Sedan,Hyderabad
Kia,Seltos,GTX,Oct,15.95,1353.0,53.0,138.0,16.0,2019,Third Party insurance,Automatic,First Owner,Petrol,5.0,SUV,Hyderabad
Volkswagen,Virtus,Topline,Jul,16.25,999.0,24.0,113.0,19.0,2022,Third Party insurance,Manual,First Owner,Petrol,5.0,Sedan,Hyderabad
Volkswagen,Taigun,1.0,Jul,16.99,999.0,34.0,113.0,20.0,2022,Third Party insurance,Manual,First Owner,Petrol,5.0,SUV,Hyderabad
Volvo,XC60,D3,Aug,10.15,1985.0,1.0,163.0,14.0,2012,Third Party insurance,Automatic,First Owner,Diesel,5.0,SUV,Hyderabad
Hyundai,Grand,i10,Apr,5.99,1197.0,63.0,82.0,18.0,2016,Third Party insurance,Automatic,First Owner,Petrol,5.0,Hatchback,Hyderabad
Mahindra,XUV500,W9,Jul,15.95,2179.0,58.0,152.0,15.0,2018,Third Party insurance,Manual,First Owner,Diesel,7.0,SUV,Hyderabad
Audi,A4,2.0,Aug,7.99,1968.0,1.0,147.0,16.0,2008,Third Party insurance,Automatic,First Owner,Diesel,5.0,Sedan,Hyderabad
Hyundai,Santro,Xing,Jul,2.25,1086.0,54.0,62.0,,2008,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Hyderabad
Renault,Duster,RXZ,Nov,11.5,1330.0,36.0,153.0,16.0,2020,Third Party insurance,Automatic,First Owner,Petrol,5.0,SUV,Hyderabad
Maruti,Vitara,Brezza,May,9.75,1248.0,45.0,88.0,24.0,2018,Third Party insurance,Manual,First Owner,Diesel,5.0,SUV,Hyderabad
Skoda,Rapid,Monte,Jul,8.5,1598.0,60.0,103.0,14.0,2019,Third Party insurance,Manual,First Owner,Petrol,5.0,Sedan,Hyderabad
Toyota,Innova,Crysta,May,21.5,2393.0,43.0,147.0,13.0,2018,Third Party insurance,Manual,First Owner,Diesel,7.0,MUV,Hyderabad
Renault,Duster,Petrol,Aug,8.95,1498.0,47.0,104.0,14.0,2018,Third Party insurance,Automatic,First Owner,Petrol,5.0,SUV,Hyderabad
Honda,Brio,S,Aug,3.7,1198.0,84.0,86.0,19.0,2014,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Hyderabad
Honda,Amaze,VX,Dec,7.5,1199.0,19.0,88.0,19.0,2019,Comprehensive,Manual,First Owner,Petrol,5.0,Sedan,Hyderabad
Honda,City,V,Jun,14.9,1497.0,15.0,117.0,17.0,2022,Comprehensive,Automatic,First Owner,Petrol,5.0,Sedan,Hyderabad
Mercedes-Benz,E-Class,Exclusive,Feb,48.5,1950.0,43.0,191.0,16.0,2019,Third Party insurance,Automatic,First Owner,Diesel,5.0,Sedan,Hyderabad
Hyundai,Santro,Magna,Jul,4.99,1086.0,56.0,68.0,20.0,2019,Third Party insurance,Automatic,First Owner,Petrol,5.0,Hatchback,Hyderabad
Hyundai,Verna,SX,Jul,8.5,1582.0,60.0,126.0,19.0,2015,Third Party insurance,Automatic,First Owner,Diesel,5.0,Sedan,Hyderabad
Maruti,800,Std,,1.5,796.0,8.0,37.0,16.0,1985,Third Party insurance,Manual,First Owner,Petrol,4.0,Hatchback,Hyderabad
Audi,A3,35,Jul,28.5,1968.0,42.0,143.0,20.0,2019,Third Party insurance,Automatic,First Owner,Diesel,5.0,Sedan,Hyderabad
Hyundai,Grand,i10,Aug,5.75,1197.0,54.0,82.0,18.0,2015,Third Party insurance,Automatic,First Owner,Petrol,5.0,Hatchback,Hyderabad
Volvo,XC60,D4,Aug,16.25,1984.0,1.0,181.0,14.0,2016,Third Party insurance,Automatic,First Owner,Diesel,5.0,SUV,Hyderabad
Jeep,Compass,1.4,Jun,16.5,1368.0,9.0,160.0,16.0,2019,Third Party insurance,Manual,First Owner,Petrol,5.0,SUV,Hyderabad
Jeep,Compass,1.4,Jul,16.5,1368.0,23.0,160.0,16.0,2019,Third Party insurance,Manual,First Owner,Petrol,5.0,SUV,Hyderabad
Hyundai,Grand,i10,Jun,5.99,1197.0,35.0,81.0,18.0,2018,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Hyderabad
Maruti,Ritz,VXi,Jun,3.4,1197.0,44.0,85.0,18.0,2011,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Hyderabad
Honda,Amaze,V,Jun,8.75,1498.0,63.0,98.0,27.0,2018,Third Party insurance,Manual,First Owner,Diesel,5.0,Sedan,Hyderabad
Audi,Q5,2.0,Jun,11.5,1984.0,92.0,208.0,9.0,2010,Third Party insurance,Automatic,First Owner,Petrol,5.0,SUV,Hyderabad
Honda,Mobilio,E,Aug,5.75,1497.0,59.0,117.0,17.0,2014,Third Party insurance,Manual,First Owner,Petrol,7.0,MUV,Hyderabad
Chevrolet,Sail,1.3,Jul,3.15,1248.0,93.0,74.0,22.0,2013,Third Party insurance,Manual,First Owner,Diesel,5.0,Sedan,Hyderabad
Honda,City,i,Aug,7.25,1497.0,60.0,117.0,18.0,2014,Third Party insurance,Automatic,First Owner,Petrol,5.0,Sedan,Hyderabad
Volvo,S60,D5,Aug,10.5,2400.0,80.0,215.0,13.0,2012,Third Party insurance,Automatic,First Owner,Diesel,5.0,Sedan,Hyderabad
Land,Rover,Range,Jun,37.0,2993.0,1.0,241.0,14.0,2011,Third Party insurance,Automatic,First Owner,Diesel,5.0,SUV,Hyderabad
MG,Hector,Sharp,Sept,16.99,1451.0,42.0,141.0,13.0,2019,Third Party insurance,Automatic,First Owner,Petrol,5.0,SUV,Hyderabad
Toyota,Corolla,H2,Aug,3.25,1794.0,92.0,125.0,13.0,2006,Third Party insurance,Manual,First Owner,Petrol,5.0,Sedan,Hyderabad
Audi,A4,35,Jun,19.99,1968.0,99.0,174.0,17.0,2015,Third Party insurance,Automatic,First Owner,Diesel,5.0,Sedan,Hyderabad
Audi,A6,2.0,Jul,14.99,1968.0,83.0,174.0,17.0,2012,Third Party insurance,Automatic,First Owner,Diesel,5.0,Sedan,Hyderabad
Mercedes-Benz,M-Class,ML,Aug,17.25,2987.0,1.0,165.0,,2011,Third Party insurance,Automatic,First Owner,Diesel,5.0,SUV,Hyderabad
Hyundai,Grand,i10,Jul,4.99,1120.0,85.0,70.0,24.0,2016,Third Party insurance,Manual,First Owner,Diesel,5.0,Hatchback,Hyderabad
Mercedes-Benz,C-Class,C,Jun,5.25,1796.0,92.0,178.0,11.0,2007,Third Party insurance,Manual,First Owner,Petrol,5.0,Sedan,Hyderabad
Toyota,Yaris,J,Dec,9.25,1496.0,15.0,105.0,17.0,2020,Comprehensive,Automatic,First Owner,Petrol,5.0,Sedan,Hyderabad
Honda,Amaze,V,Mar,7.75,1199.0,63.0,88.0,19.0,2019,Zero Dep,Automatic,First Owner,Petrol,5.0,Sedan,Hyderabad
Volkswagen,Vento,1.0,Nov,9.09,999.0,38.0,108.0,17.0,2020,Zero Dep,Manual,First Owner,Petrol,5.0,Sedan,Hyderabad
Tata,Tiago,XM,Dec,3.85,1199.0,1.0,83.0,23.0,2016,Comprehensive,Manual,First Owner,Petrol,5.0,Hatchback,Hyderabad
Mahindra,Thar,LX,Dec,16.5,1997.0,16.0,150.0,,2021,Third Party insurance,Automatic,First Owner,Petrol,4.0,SUV,Hyderabad
Ford,Aspire,1.2,Apr,4.95,1196.0,56.0,86.0,18.0,2017,Third Party insurance,Manual,First Owner,Petrol,5.0,Sedan,Hyderabad
Hyundai,Aura,SX,Dec,6.95,1197.0,31.0,81.0,20.0,2020,Zero Dep,Manual,First Owner,Petrol,5.0,Sedan,Hyderabad
Jeep,Compass,2.0,Jun,30.0,1956.0,37.0,170.0,16.0,2021,Third Party insurance,Manual,First Owner,Diesel,5.0,SUV,Hyderabad
Jeep,Compass,2.0,Aug,30.0,1956.0,24.0,170.0,16.0,2021,Third Party insurance,Manual,First Owner,Diesel,5.0,SUV,Hyderabad
Jaguar,XE,2.0L,Aug,34.0,1999.0,78.0,177.0,13.0,2017,Third Party insurance,Automatic,First Owner,Diesel,5.0,Sedan,Hyderabad
Land,Rover,Range,Nov,86.0,1997.0,35.0,247.0,15.0,2020,Third Party insurance,Automatic,First Owner,Petrol,5.0,SUV,Hyderabad
Volkswagen,Vento,1.6,Jul,5.95,1598.0,76.0,103.0,15.0,2015,Comprehensive,Manual,First Owner,Petrol,5.0,Sedan,Hyderabad
Ford,Figo,1.5D,Oct,5.65,1498.0,56.0,99.0,25.0,2017,Third Party insurance,Manual,Second Owner,Diesel,5.0,Hatchback,Hyderabad
Toyota,Yaris,G,Dec,7.95,1496.0,50.0,105.0,17.0,2019,Third Party insurance,Manual,Second Owner,Petrol,5.0,Sedan,Hyderabad
Honda,Jazz,1.5,Mar,4.95,1498.0,95.0,98.0,27.0,2015,Third Party insurance,Manual,First Owner,Diesel,5.0,Hatchback,Hyderabad
Hyundai,Grand,i10,Aug,5.99,1197.0,11.0,81.0,18.0,2019,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Hyderabad
Skoda,Kodiaq,2.0,Jul,30.95,1968.0,61.0,148.0,16.0,2019,Third Party insurance,Automatic,First Owner,Diesel,7.0,SUV,Hyderabad
Volkswagen,Vento,Petrol,Apr,14.85,1598.0,16.0,103.0,15.0,2021,Third Party insurance,Manual,First Owner,Petrol,5.0,Sedan,Hyderabad
Ford,Fiesta,EXi,Sept,3.25,1399.0,53.0,68.0,17.0,2011,Third Party insurance,Manual,First Owner,Diesel,5.0,Sedan,Hyderabad
Maruti,Swift,VDI,Aug,4.2,1248.0,1.0,74.0,28.0,2013,Third Party insurance,Manual,First Owner,Diesel,5.0,Hatchback,Hyderabad
Maruti,Swift,Dzire,Aug,6.65,1248.0,83.0,74.0,28.0,2017,Third Party insurance,Manual,First Owner,Diesel,5.0,Sedan,Hyderabad
Kia,Seltos,HTK,Nov,13.5,1493.0,44.0,113.0,20.0,2021,Comprehensive,Manual,First Owner,Diesel,5.0,SUV,Hyderabad
Mahindra,XUV300,W6,Nov,9.5,1497.0,61.0,115.0,20.0,2019,Comprehensive,Manual,First Owner,Diesel,5.0,SUV,Hyderabad
Toyota,Innova,Crysta,Jun,28.5,2393.0,58.0,148.0,12.0,2021,Third Party insurance,Manual,First Owner,Diesel,8.0,MUV,Hyderabad
Hyundai,Verna,SX,Aug,13.0,1493.0,82.0,113.0,25.0,2021,Third Party insurance,Manual,First Owner,Diesel,5.0,Sedan,Hyderabad
Hyundai,i10,Sportz,Aug,3.2,1197.0,64.0,78.0,16.0,2013,Third Party insurance,Automatic,First Owner,Petrol,5.0,Hatchback,Hyderabad
Ford,Fiesta,1.5,Apr,3.0,1498.0,1.0,89.0,25.0,2014,Comprehensive,Manual,First Owner,Diesel,5.0,Sedan,Hyderabad
Honda,WR-V,SV,Jul,9.5,1498.0,69.0,97.0,23.0,2021,Comprehensive,Manual,First Owner,Diesel,5.0,SUV,Hyderabad
Maruti,Vitara,Brezza,Oct,8.5,1462.0,62.0,103.0,17.0,2020,Comprehensive,Manual,First Owner,Petrol,5.0,SUV,Hyderabad
Renault,Duster,110PS,Feb,7.3,1461.0,66.0,108.0,19.0,2017,Third Party insurance,Automatic,First Owner,Diesel,5.0,SUV,Hyderabad
Skoda,Rapid,1.6,Dec,7.95,1598.0,44.0,103.0,14.0,2018,Comprehensive,Automatic,First Owner,Petrol,5.0,Sedan,Hyderabad
Maruti,Wagon,R,Nov,4.75,998.0,28.0,67.0,21.0,2018,Comprehensive,Manual,First Owner,Petrol,5.0,Hatchback,Hyderabad
Honda,CR-V,2.4,Jan,6.0,2354.0,98.0,152.0,10.0,2009,Comprehensive,Automatic,First Owner,Petrol,5.0,SUV,Hyderabad
Kia,Seltos,HTX,Sept,13.75,1493.0,91.0,113.0,20.0,2020,Third Party insurance,Manual,First Owner,Diesel,5.0,SUV,Hyderabad
Hyundai,i20,1.2,Jun,2.9,1197.0,82.0,80.0,18.0,2011,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Hyderabad
Renault,KWID,1.0,Jul,3.3,999.0,62.0,67.0,23.0,2017,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Hyderabad
Renault,KWID,RXT,Aug,4.6,799.0,24.0,53.0,25.0,2018,Third Party insurance,Automatic,First Owner,Petrol,5.0,Hatchback,Hyderabad
Hyundai,i20,Magna,Aug,3.5,1396.0,80.0,88.0,21.0,2013,Third Party insurance,Manual,First Owner,Diesel,5.0,Hatchback,Hyderabad
Hyundai,Verna,VTVT,Jul,9.8,1591.0,52.0,121.0,17.0,2018,Third Party insurance,Manual,First Owner,Petrol,5.0,Sedan,Hyderabad
BMW,5,Series,Jun,38.0,2993.0,68.0,258.0,14.0,2017,Third Party insurance,Automatic,First Owner,Diesel,5.0,Sedan,Hyderabad
MG,ZS,EV,Mar,19.5,0.0,55.0,140.0,,2020,Third Party insurance,Automatic,First Owner,Electric,5.0,SUV,Hyderabad
Honda,Amaze,S,Aug,5.8,1199.0,80.0,88.0,18.0,2016,Third Party insurance,Automatic,First Owner,Petrol,5.0,Sedan,Hyderabad
Maruti,Alto,800,Aug,3.05,796.0,24.0,47.0,22.0,2015,Third Party,Manual,First Owner,Petrol,5.0,Hatchback,Hyderabad
Volkswagen,Polo,1.5,May,5.25,1498.0,82.0,88.0,20.0,2015,Third Party insurance,Manual,First Owner,Diesel,5.0,Hatchback,Hyderabad
Skoda,Rapid,1.0,Jun,9.97,999.0,53.0,108.0,18.0,2020,Third Party,Manual,Second Owner,Petrol,5.0,Sedan,Hyderabad
Maruti,XL6,Zeta,Mar,11.0,1462.0,59.0,103.0,19.0,2021,Comprehensive,Manual,First Owner,Petrol,6.0,MUV,Hyderabad
Mahindra,XUV500,W7,Aug,16.5,2179.0,79.0,152.0,15.0,2019,Third Party insurance,Manual,First Owner,Diesel,7.0,SUV,Hyderabad
Mahindra,Scorpio,S9,Feb,13.7,2179.0,53.0,136.0,,2020,Third Party insurance,Manual,First Owner,Diesel,7.0,SUV,Hyderabad
Maruti,Ertiga,BSIV,Jun,6.75,1373.0,57.0,91.0,17.0,2018,Third Party insurance,Manual,First Owner,Petrol,7.0,MUV,Hyderabad
Maruti,Alto,K10,Apr,3.65,998.0,59.0,67.0,23.0,2017,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Hyderabad
Hyundai,Creta,1.6,Jun,10.12,1591.0,43.0,121.0,13.0,2017,Third Party,Automatic,Second Owner,Petrol,5.0,SUV,Hyderabad
Maruti,Alto,800,Jun,3.71,796.0,44.0,47.0,22.0,2020,Third Party,Manual,First Owner,Petrol,5.0,Hatchback,Hyderabad
Hyundai,Santro,Sportz,Sept,5.5,1086.0,18.0,68.0,20.0,2019,Third Party insurance,Automatic,First Owner,Petrol,5.0,Hatchback,Hyderabad
Hyundai,Verna,CRDi,Apr,9.0,1582.0,40.0,126.0,18.0,2017,Comprehensive,Automatic,First Owner,Diesel,5.0,Sedan,Hyderabad
Hyundai,i20,Asta,Nov,3.85,1197.0,64.0,82.0,18.0,2013,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Hyderabad
Mahindra,Marazzo,M8,Mar,11.0,1497.0,66.0,121.0,17.0,2020,Comprehensive,Manual,First Owner,Diesel,8.0,MUV,Hyderabad
BMW,X5,3.0d,Oct,8.8,2993.0,95.0,235.0,11.0,2008,Third Party insurance,Automatic,First Owner,Diesel,5.0,SUV,Hyderabad
Hyundai,i20,Asta,Jun,9.67,998.0,19.0,118.0,20.0,2021,Third Party,Manual,First Owner,Petrol,5.0,Hatchback,Hyderabad
Hyundai,Grand,i10,Jun,7.58,1197.0,38.0,81.0,20.0,2021,Third Party,Manual,Second Owner,Petrol,5.0,Hatchback,Hyderabad
Maruti,Baleno,1.2,Jun,6.48,1197.0,74.0,83.0,21.0,2017,Comprehensive,Manual,Second Owner,Petrol,5.0,Hatchback,Hyderabad
Maruti,Alto,800,Jun,2.24,796.0,56.0,47.0,22.0,2013,Third Party,Manual,Second Owner,Petrol,5.0,Hatchback,Hyderabad
Volkswagen,Polo,1.0,Jun,5.33,999.0,89.0,75.0,17.0,2019,Third Party,Manual,Second Owner,Petrol,5.0,Hatchback,Hyderabad
Maruti,Alto,800,Jun,3.38,796.0,53.0,47.0,22.0,2019,Third Party,Manual,First Owner,Petrol,5.0,Hatchback,Hyderabad
Honda,Brio,S,Jun,3.97,1198.0,54.0,86.0,19.0,2016,Third Party,Manual,Second Owner,Petrol,5.0,Hatchback,Hyderabad
Tata,Altroz,XT,Jun,8.07,1199.0,3.0,86.0,19.0,2022,Third Party,Manual,First Owner,Petrol,5.0,Hatchback,Hyderabad
Hyundai,EON,Era,Jun,2.46,814.0,71.0,55.0,21.0,2013,Third Party,Manual,First Owner,Petrol,5.0,Hatchback,Hyderabad
Skoda,Rapid,1.6,Aug,4.3,1598.0,65.0,103.0,20.0,2012,Third Party insurance,Manual,First Owner,Diesel,5.0,Sedan,Hyderabad
Maruti,Ritz,VDi,Jul,3.3,1248.0,57.0,73.0,23.0,2010,Third Party insurance,Manual,First Owner,Diesel,5.0,Hatchback,Hyderabad
Maruti,Swift,ZDi,Aug,4.2,1248.0,82.0,74.0,22.0,2012,Third Party insurance,Manual,First Owner,Diesel,5.0,Hatchback,Hyderabad
Maruti,Swift,1.2,Aug,3.1,1248.0,97.0,,17.0,2011,Third Party insurance,Manual,First Owner,Diesel,5.0,Hatchback,Hyderabad
Hyundai,Creta,1.6,Aug,10.7,1582.0,1.0,126.0,19.0,2017,Third Party insurance,Manual,First Owner,Diesel,5.0,SUV,Hyderabad
Toyota,Yaris,J,Jun,8.59,1496.0,19.0,105.0,17.0,2020,Comprehensive,Automatic,First Owner,Petrol,5.0,Sedan,Hyderabad
Maruti,Ertiga,VXI,Aug,8.25,1462.0,42.0,103.0,19.0,2018,Third Party insurance,Manual,First Owner,Petrol,7.0,MUV,Hyderabad
Tata,Tiago,1.2,Dec,4.5,1199.0,95.0,84.0,23.0,2016,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Hyderabad
Tata,Altroz,XT,Jun,7.42,1199.0,14.0,86.0,19.0,2021,Third Party,Manual,First Owner,Petrol,5.0,Hatchback,Hyderabad
Hyundai,i20,Asta,Jun,9.6,1197.0,29.0,81.0,21.0,2021,Third Party,Manual,First Owner,Petrol,5.0,Hatchback,Hyderabad
Maruti,Wagon,R,Mar,5.7,998.0,37.0,67.0,20.0,2021,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Hyderabad
Maruti,S-Presso,VXi,Dec,4.25,998.0,43.0,65.0,24.0,2020,Third Party insurance,Manual,Second Owner,Petrol,5.0,Hatchback,Hyderabad
Volkswagen,Vento,New,Mar,4.49,1598.0,87.0,103.0,20.0,2012,Third Party insurance,Manual,Second Owner,Diesel,5.0,Sedan,Hyderabad
BMW,5,Series,Jul,39.95,1995.0,38.0,187.0,22.0,2017,Comprehensive,Automatic,First Owner,Diesel,5.0,Sedan,Hyderabad
Kia,Seltos,HTX,Jul,15.5,1493.0,45.0,113.0,17.0,2019,Comprehensive,Automatic,First Owner,Diesel,5.0,SUV,Hyderabad
Fiat,Abarth,Avventura,Jul,4.75,1368.0,1.0,140.0,17.0,2015,Third Party insurance,Manual,Second Owner,Petrol,5.0,Hatchback,Hyderabad
Jaguar,XF,2.0,Jul,29.95,1999.0,51.0,177.0,19.0,2017,Comprehensive,Automatic,First Owner,Diesel,5.0,Sedan,Hyderabad
Maruti,Wagon,R,Mar,3.75,998.0,55.0,67.0,18.0,2013,Third Party,Manual,First Owner,Petrol,5.0,Hatchback,Hyderabad
Toyota,Etios,V,Dec,4.25,1496.0,68.0,,17.0,2012,Comprehensive,Manual,First Owner,Petrol,5.0,Sedan,Hyderabad
Mahindra,XUV500,W11,Aug,17.5,2179.0,93.0,152.0,15.0,2019,Third Party insurance,Manual,First Owner,Diesel,7.0,SUV,Hyderabad
Hyundai,Santro,Sportz,Jul,4.85,1086.0,28.0,68.0,20.0,2020,Comprehensive,Manual,First Owner,Petrol,5.0,Hatchback,Hyderabad
Hyundai,Grand,i10,Oct,6.8,1197.0,18.0,81.0,18.0,2019,Comprehensive,Manual,First Owner,Petrol,5.0,Hatchback,Hyderabad
Ford,Endeavour,2.2,Jul,35.75,2198.0,45.0,158.0,12.0,2020,Third Party,Automatic,First Owner,Diesel,7.0,SUV,Hyderabad
Toyota,Urban,cruiser,Jul,11.75,1462.0,19.0,103.0,18.0,2022,Comprehensive,Automatic,First Owner,Petrol,5.0,SUV,Hyderabad
Mahindra,Thar,LX,Jul,16.95,2184.0,14.0,130.0,,2021,Comprehensive,Automatic,First Owner,Diesel,4.0,SUV,Hyderabad
Hyundai,Creta,SX,Aug,17.5,1493.0,98.0,113.0,,2021,Third Party insurance,Manual,First Owner,Diesel,5.0,SUV,Hyderabad
Maruti,Baleno,1.3,Aug,6.9,1248.0,84.0,74.0,27.0,2018,Third Party insurance,Manual,First Owner,Diesel,5.0,Hatchback,Hyderabad
Tata,Tiago,1.2,Aug,4.5,1199.0,95.0,84.0,23.0,2016,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Hyderabad
Maruti,Baleno,Zeta,Jul,7.3,1248.0,1.0,74.0,27.0,2017,Third Party insurance,Manual,First Owner,Diesel,5.0,Hatchback,Hyderabad
Tata,Nexon,1.5,Aug,8.9,1497.0,78.0,108.0,21.0,2019,Third Party insurance,Manual,First Owner,Diesel,5.0,SUV,Hyderabad
Maruti,Swift,Dzire,Jul,6.1,1248.0,79.0,74.0,28.0,2016,Third Party insurance,Manual,First Owner,Diesel,5.0,Sedan,Hyderabad
Fiat,Linea,Classic,Apr,2.65,1248.0,84.0,75.0,19.0,2014,Third Party insurance,Manual,Second Owner,Diesel,5.0,Sedan,Hyderabad
Maruti,Ciaz,VDi,Aug,6.5,1248.0,1.0,88.0,26.0,2015,Third Party insurance,Manual,First Owner,Diesel,5.0,Sedan,Hyderabad
Tata,Nexon,XZ,Apr,11.0,1199.0,19.0,118.0,17.0,2022,Comprehensive,Manual,First Owner,Petrol,5.0,SUV,Hyderabad
Tata,Nexon,XZ,Apr,10.5,1199.0,15.0,118.0,17.0,2022,Comprehensive,Manual,First Owner,Petrol,5.0,SUV,Hyderabad
Maruti,Ertiga,VDI,Nov,6.75,1248.0,94.0,88.0,20.0,2014,Third Party insurance,Manual,First Owner,Diesel,7.0,MUV,Hyderabad
Maruti,Vitara,Brezza,Jul,7.95,1248.0,1.0,88.0,24.0,2016,Comprehensive,Manual,First Owner,Diesel,5.0,SUV,Hyderabad
Maruti,Swift,VDI,Sept,4.8,1248.0,75.0,74.0,22.0,2014,Third Party insurance,Manual,First Owner,Diesel,5.0,Hatchback,Hyderabad
Ford,Ecosport,1.5,Jan,5.9,1498.0,81.0,89.0,22.0,2014,Third Party insurance,Manual,First Owner,Diesel,5.0,SUV,Hyderabad
Tata,Manza,ELAN,Aug,2.85,1248.0,1.0,90.0,19.0,2011,Third Party insurance,Manual,First Owner,Diesel,5.0,Sedan,Hyderabad
Hyundai,i10,Sportz,Nov,2.9,1197.0,90.0,78.0,20.0,2011,Third Party insurance,Manual,First Owner,Petrol,5.0,Hatchback,Hyderabad
